ra,dec,source_type,z_spec,z_phot,mag_g,mag_r,mag_z,reference
61.5534 ,-22.9034 ,DEV,-99,0.8007 ,22.8958 ,20.9022 ,18.9880 ,Huang et al. 2021
61.6770 ,-23.3205 ,SER,-99,0.5745 ,21.7207 ,19.8327 ,18.4759 ,Huang et al. 2021
61.8151 ,-57.2176 ,SER,-99,0.3663 ,19.2326 ,17.5069 ,16.6095 ,Storfer et al. 2022
61.8151 ,-57.2176 ,SER,-99,0.3663 ,19.2326 ,17.5069 ,16.6095 ,Jacobs et al.2019
61.8974 ,-60.4925 ,SER,-99,0.0776 ,18.1669 ,17.5818 ,17.1723 ,
61.9478 ,-18.8093 ,SER,-99,0.1572 ,18.6513 ,17.6190 ,16.9735 ,
61.9707 ,-49.3403 ,SER,-99,0.2624 ,18.6875 ,17.5092 ,16.8099 ,
62.0902 ,-28.6892 ,SER,-99,0.8230 ,22.5470 ,21.1395 ,19.3411 ,
62.2721 ,-44.6439 ,REX,-99,0.5690 ,20.6156 ,19.3598 ,18.3810 ,
62.6332 ,-7.3401 ,DEV,-99,0.7136 ,23.4313 ,21.3895 ,19.6890 ,
63.0386 ,-1.8685 ,DEV,-99,0.2773 ,21.1760 ,19.5397 ,18.4744 ,
63.2121 ,-9.7830 ,SER,-99,0.5953 ,22.1425 ,20.2517 ,18.8528 ,
63.3879 ,-16.8328 ,SER,-99,0.3310 ,20.9714 ,19.3566 ,18.5441 ,Huang et al. 2021
63.5531 ,-42.8062 ,DEV,-99,0.7112 ,22.9663 ,20.9908 ,19.3459 ,
63.6168 ,-19.9192 ,DEV,-99,0.5720 ,21.0017 ,19.3768 ,18.1071 ,Huang et al. 2021
63.6168 ,-19.9192 ,DEV,-99,0.5720 ,21.0017 ,19.3768 ,18.1071 ,Jacobs et al.2019
63.9845 ,-5.3827 ,DEV,-99,0.7578 ,23.0531 ,21.2607 ,19.4824 ,Stein et al.2022
63.9845 ,-5.3827 ,DEV,-99,0.7578 ,23.0531 ,21.2607 ,19.4824 ,
64.2603 ,-35.6136 ,SER,-99,0.5174 ,21.3913 ,19.5030 ,18.3303 ,
64.4028 ,-1.4101 ,DEV,-99,0.7346 ,22.1351 ,20.6845 ,19.0977 ,
64.4471 ,-65.3989 ,SER,-99,0.5297 ,21.8228 ,19.9093 ,18.6695 ,
64.7536 ,-33.1899 ,SER,-99,0.3460 ,19.5865 ,17.8596 ,16.9956 ,
65.2425 ,-4.3574 ,SER,-99,0.7245 ,21.3358 ,19.8610 ,18.2505 ,Stein et al.2022
65.2746 ,-52.4002 ,SER,-99,0.3336 ,21.4523 ,20.2906 ,18.7464 ,
65.2768 ,-20.9997 ,DEV,-99,0.7982 ,22.6136 ,21.2045 ,19.4732 ,Huang et al. 2021
65.3667 ,-47.0248 ,DEV,-99,0.7847 ,22.8285 ,21.4303 ,19.8662 ,
65.6001 ,-28.3021 ,DEV,-99,0.4790 ,21.3541 ,20.1504 ,19.3659 ,
65.6056 ,-40.5322 ,SER,-99,0.3672 ,19.6484 ,17.8772 ,16.9905 ,Storfer et al. 2022
65.6185 ,-3.1446 ,EXP,-99,0.6146 ,21.2773 ,20.1502 ,19.2282 ,
65.7065 ,0.7816 ,DEV,-99,0.5381 ,23.0672 ,21.2922 ,19.9883 ,
65.7083 ,0.7796 ,DEV,-99,0.6138 ,22.2176 ,20.3016 ,18.8823 ,
65.7967 ,-1.3515 ,DEV,-99,0.3851 ,20.3430 ,18.4592 ,17.4027 ,Huang et al. 2021
65.8242 ,-60.3289 ,REX,-99,0.4789 ,20.4583 ,19.1184 ,18.3696 ,
65.8328 ,-60.1294 ,SER,-99,0.7326 ,21.1324 ,20.2727 ,19.2859 ,
65.9306 ,-44.8582 ,SER,-99,0.3508 ,21.3393 ,19.7111 ,18.8587 ,
66.0117 ,-16.4113 ,DEV,-99,0.6681 ,21.6744 ,20.1133 ,18.6687 ,Stein et al.2022
66.0123 ,-16.4099 ,DEV,-99,0.3347 ,21.9294 ,20.3373 ,19.4318 ,
66.0631 ,-46.1429 ,DEV,-99,0.3883 ,21.8808 ,20.6151 ,18.9466 ,
66.1612 ,-33.2949 ,SER,-99,0.5542 ,20.0216 ,18.1936 ,16.8844 ,Storfer et al. 2022
66.1612 ,-33.2949 ,SER,-99,0.5542 ,20.0216 ,18.1936 ,16.8844 ,Jacobs et al.2019
66.4365 ,-57.6926 ,DEV,-99,0.3925 ,19.7297 ,18.3235 ,17.4633 ,Stein et al.2022
66.4646 ,-39.7264 ,SER,-99,0.2541 ,18.7913 ,17.5203 ,16.7285 ,
66.5077 ,-64.4597 ,SER,-99,0.0650 ,18.2208 ,17.7079 ,17.4264 ,
67.1810 ,0.3865 ,SER,-99,0.4131 ,20.8360 ,19.0794 ,18.1500 ,
67.2937 ,-56.0576 ,SER,-99,0.2924 ,18.9056 ,17.4589 ,16.6930 ,
67.3244 ,-11.4503 ,SER,-99,0.5297 ,21.6692 ,19.8326 ,18.6356 ,
67.3253 ,-11.4519 ,DEV,-99,0.4700 ,22.0405 ,20.0910 ,18.9701 ,
67.3782 ,-22.7332 ,SER,-99,0.6150 ,20.7999 ,20.0750 ,19.2804 ,Jacobs et al.2019
67.4553 ,0.3145 ,SER,-99,0.4694 ,22.1052 ,20.3660 ,19.2164 ,
67.4876 ,-4.1560 ,SER,-99,0.3966 ,21.9795 ,20.2241 ,19.2822 ,
67.5506 ,-11.2821 ,SER,-99,0.7959 ,22.2828 ,21.0298 ,19.4398 ,
67.6321 ,-60.3918 ,SER,-99,0.6545 ,20.4379 ,19.6433 ,18.7398 ,
67.8292 ,-57.5677 ,SER,-99,0.2299 ,18.6821 ,17.5623 ,16.9068 ,
68.0878 ,-53.4962 ,SER,-99,0.3852 ,21.4506 ,19.7826 ,18.8889 ,
68.0898 ,-12.0076 ,DEV,-99,0.6874 ,22.6704 ,20.7239 ,19.1110 ,
68.1870 ,-28.0851 ,SER,-99,0.6496 ,20.6199 ,19.3935 ,18.0917 ,
68.9243 ,-17.6354 ,SER,-99,0.6178 ,21.1800 ,19.5504 ,18.1408 ,Jacobs et al.2019
68.9324 ,-64.7163 ,DEV,-99,0.6061 ,20.8470 ,19.5638 ,18.4650 ,
69.1259 ,-44.9414 ,SER,-99,0.2738 ,19.0808 ,17.5787 ,16.7955 ,
69.2327 ,-47.1557 ,SER,-99,0.0529 ,18.2029 ,17.6500 ,17.3152 ,
69.4506 ,-51.6078 ,SER,-99,0.7662 ,21.2537 ,20.1419 ,18.6833 ,Jacobs et al.2019
69.6110 ,-27.1239 ,SER,-99,0.7653 ,23.5299 ,21.3656 ,19.5674 ,Huang et al. 2021
69.7020 ,-28.5647 ,SER,-99,0.4106 ,20.5824 ,18.7259 ,17.7590 ,
69.8105 ,-6.9261 ,SER,-99,0.4345 ,20.7878 ,19.1254 ,18.1033 ,
69.8213 ,-63.2116 ,SER,-99,0.0505 ,18.2186 ,17.3971 ,16.8524 ,
70.1395 ,-35.5225 ,DEV,-99,0.6874 ,21.4728 ,20.1164 ,18.7686 ,
70.2524 ,-9.3320 ,SER,-99,0.6577 ,21.2492 ,20.0901 ,18.9715 ,
70.4598 ,-24.8723 ,REX,-99,0.5929 ,21.2227 ,20.1871 ,19.2084 ,
70.5936 ,-20.4866 ,SER,-99,0.2400 ,19.1703 ,17.8139 ,17.0944 ,
70.6789 ,-8.6091 ,DEV,-99,0.5878 ,20.9779 ,20.4277 ,19.8297 ,
70.7451 ,-10.4251 ,SER,-99,0.5054 ,20.4181 ,18.6544 ,17.3941 ,
70.8041 ,-17.5752 ,SER,-99,0.5625 ,21.6081 ,19.8659 ,18.6407 ,Stein et al.2022
70.8053 ,-17.5778 ,SER,-99,0.5342 ,22.1507 ,20.4339 ,19.2733 ,
71.1843 ,-47.1718 ,SER,-99,0.8827 ,21.3337 ,20.7449 ,19.8191 ,
71.4146 ,-54.8737 ,SER,-99,0.3522 ,19.4517 ,17.7398 ,16.8755 ,
71.7398 ,-18.3563 ,SER,-99,0.5804 ,21.2285 ,20.5185 ,19.7343 ,
71.9503 ,-50.7443 ,SER,-99,0.5508 ,22.6202 ,20.7042 ,19.4060 ,
71.9659 ,-36.3823 ,REX,-99,0.8454 ,21.8605 ,21.0659 ,19.6311 ,
71.9694 ,-29.1854 ,DEV,-99,0.5060 ,20.8095 ,19.4576 ,18.3946 ,Huang et al. 2021
72.2897 ,-29.3046 ,SER,-99,0.5489 ,21.0119 ,19.1883 ,17.9522 ,Jacobs et al.2019
72.7945 ,-30.0974 ,SER,-99,0.4717 ,21.0991 ,19.4400 ,18.2725 ,
72.8500 ,-50.2225 ,SER,-99,0.8362 ,21.1326 ,20.4395 ,19.1869 ,
72.9124 ,-8.0276 ,DEV,-99,0.7253 ,21.7283 ,20.4111 ,18.9803 ,Huang et al. 2021
72.9736 ,-60.6433 ,SER,-99,0.7153 ,21.2724 ,20.2497 ,19.1558 ,
73.1288 ,-30.5421 ,DEV,-99,0.7272 ,22.0336 ,20.6212 ,19.1212 ,Jacobs et al.2019
73.2574 ,-41.6668 ,DEV,-99,0.5358 ,21.8011 ,19.9158 ,18.6955 ,
73.2912 ,-24.8383 ,DEV,-99,0.2882 ,22.3711 ,20.9903 ,19.2268 ,
73.3000 ,-38.2600 ,SER,-99,0.6396 ,22.1571 ,20.3214 ,18.8581 ,
73.3391 ,-43.7839 ,SER,-99,0.8503 ,23.2950 ,21.6533 ,19.8682 ,
73.9441 ,-11.1371 ,SER,-99,0.5080 ,20.5046 ,18.6284 ,17.3991 ,Stein et al.2022
73.9446 ,-11.1379 ,EXP,-99,0.3709 ,21.4088 ,20.6256 ,19.9712 ,
74.2036 ,-0.8212 ,DEV,-99,0.8609 ,23.5618 ,21.7162 ,19.7103 ,Huang et al. 2021
74.6586 ,-20.4149 ,SER,-99,0.3349 ,21.4339 ,20.4147 ,19.1473 ,
74.7016 ,-48.6960 ,REX,-99,0.8654 ,21.4797 ,20.7042 ,19.4964 ,
74.8390 ,-48.8337 ,DEV,-99,0.9565 ,24.3987 ,21.8056 ,19.7487 ,
74.8883 ,-45.2656 ,SER,-99,0.3120 ,19.2134 ,17.7140 ,16.8601 ,Stein et al.2022
74.9851 ,-24.7028 ,SER,-99,0.2348 ,19.6751 ,18.6695 ,17.9405 ,Stein et al.2022
75.1405 ,-62.2077 ,SER,-99,0.7668 ,22.8191 ,20.8817 ,19.1158 ,Stein et al.2022
75.1410 ,-62.2064 ,SER,-99,0.3780 ,20.9428 ,19.2000 ,18.3381 ,
75.1551 ,-35.3075 ,SER,-99,0.5419 ,20.9771 ,19.0673 ,17.8213 ,Stein et al.2022
75.2006 ,-48.0216 ,SER,-99,0.3082 ,19.8355 ,19.0369 ,18.4240 ,
75.3769 ,-31.3110 ,SER,-99,0.2032 ,18.7184 ,17.5100 ,16.7589 ,
75.3911 ,-3.2937 ,DEV,-99,0.7746 ,22.3800 ,20.9834 ,19.3566 ,Huang et al. 2021
75.4194 ,-51.1208 ,SER,-99,0.3856 ,21.2069 ,19.5390 ,18.6844 ,
75.5223 ,-55.4627 ,DEV,-99,0.9236 ,22.8479 ,21.2228 ,19.2543 ,
75.9364 ,-39.1093 ,REX,-99,0.6043 ,20.7274 ,19.6457 ,18.6776 ,
76.0034 ,-53.9238 ,SER,-99,0.6008 ,22.3342 ,20.9263 ,19.0843 ,
76.0808 ,-34.9514 ,SER,-99,0.8479 ,21.3199 ,20.6808 ,19.5000 ,
76.1015 ,-34.0785 ,DEV,-99,0.8014 ,21.8199 ,20.8154 ,19.4483 ,
76.2697 ,-46.1993 ,SER,-99,0.6505 ,21.2999 ,19.8487 ,18.4545 ,Jacobs et al.2019
76.4030 ,-53.3494 ,SER,-99,0.3766 ,19.9160 ,19.1878 ,18.5632 ,
76.6583 ,-47.6373 ,SER,-99,0.4667 ,20.7689 ,18.8627 ,17.7975 ,
76.7254 ,-62.4228 ,SER,-99,0.2433 ,19.0625 ,17.6971 ,16.9715 ,
76.7310 ,-42.3457 ,SER,-99,0.3609 ,19.8808 ,18.1694 ,17.3153 ,Storfer et al. 2022
76.9799 ,-22.6520 ,EXP,-99,0.7514 ,21.1652 ,20.3208 ,19.1890 ,
77.1000 ,-51.7697 ,SER,-99,0.2865 ,20.5932 ,19.2847 ,17.8652 ,
77.1657 ,-49.3023 ,SER,-99,0.6286 ,21.5406 ,19.7603 ,18.2807 ,
77.2053 ,-21.7419 ,SER,-99,0.6734 ,21.4735 ,19.5645 ,17.9517 ,Jacobs et al.2019
77.2108 ,-50.2670 ,SER,-99,0.6713 ,20.9146 ,20.0878 ,19.2662 ,
77.2638 ,-21.5958 ,DEV,-99,0.6289 ,21.7420 ,19.8440 ,18.3217 ,Huang et al. 2021
77.5953 ,-44.4359 ,SER,-99,0.5952 ,20.9024 ,19.5500 ,18.4527 ,Stein et al.2022
77.5953 ,-44.4359 ,SER,-99,0.5952 ,20.9024 ,19.5500 ,18.4527 ,
77.6960 ,-26.5395 ,SER,-99,0.6858 ,21.9768 ,20.5863 ,19.1602 ,Huang et al. 2021
78.1310 ,-22.3539 ,DEV,-99,0.6365 ,20.8471 ,19.8705 ,18.5355 ,Stein et al.2022
78.3561 ,-30.8433 ,SER,-99,0.3814 ,19.7200 ,17.9521 ,17.0327 ,Huang et al. 2021
78.5303 ,-54.9483 ,REX,-99,0.9476 ,22.0422 ,21.2312 ,19.6674 ,Jacobs et al.2019
78.6583 ,-54.0851 ,EXP,-99,0.5890 ,21.8785 ,20.6438 ,19.6877 ,
78.8255 ,-51.7351 ,EXP,-99,0.6123 ,20.8403 ,19.8372 ,19.0154 ,
78.8936 ,-21.4615 ,SER,-99,0.6044 ,21.5876 ,19.7454 ,18.3238 ,
78.9670 ,-35.6013 ,SER,-99,0.6509 ,21.8820 ,19.9912 ,18.4613 ,Stein et al.2022
79.0758 ,-17.7903 ,EXP,-99,0.6716 ,22.3419 ,20.8531 ,19.4979 ,
79.3517 ,-49.8465 ,DEV,-99,0.3975 ,19.9898 ,18.7138 ,17.7662 ,
79.3652 ,-35.9767 ,SER,-99,0.6058 ,22.5262 ,20.9251 ,19.5949 ,
79.5591 ,-34.9697 ,DEV,-99,0.7872 ,22.2758 ,20.5096 ,18.6453 ,
79.5705 ,-31.5712 ,SER,-99,0.5440 ,21.2038 ,19.3987 ,18.1975 ,
79.8651 ,-32.1677 ,REX,-99,0.6661 ,21.0379 ,19.9759 ,18.9230 ,
80.0882 ,-43.7118 ,SER,-99,0.6179 ,23.0291 ,21.1299 ,19.7299 ,
80.1890 ,-26.3467 ,SER,-99,0.4358 ,20.5283 ,18.8476 ,17.8486 ,
80.2551 ,-29.5340 ,SER,-99,0.6398 ,21.9955 ,20.1342 ,18.6533 ,
80.2577 ,-41.8750 ,DEV,-99,0.6617 ,21.2812 ,19.9688 ,18.7067 ,
80.6045 ,-38.1760 ,SER,-99,0.2773 ,20.0860 ,18.6720 ,17.8911 ,
80.6734 ,-43.7876 ,SER,-99,1.0104 ,21.5723 ,21.0504 ,19.9013 ,Storfer et al. 2022
80.7120 ,-46.1864 ,SER,-99,0.3850 ,19.7354 ,17.8971 ,16.9816 ,
80.7794 ,-24.0234 ,SER,-99,0.6304 ,20.6632 ,19.5863 ,18.5155 ,
80.9091 ,-21.0160 ,SER,-99,0.7605 ,22.7356 ,20.7522 ,18.9131 ,Huang et al. 2021
81.4991 ,-45.0660 ,REX,-99,0.8537 ,21.9877 ,21.1031 ,19.7728 ,
81.7547 ,-18.9674 ,SER,-99,0.4420 ,20.3764 ,18.4901 ,17.4574 ,Huang et al. 2021
81.7963 ,-52.1621 ,EXP,-99,0.7352 ,22.0744 ,20.8197 ,19.4298 ,
81.8816 ,-29.3084 ,SER,-99,0.3827 ,21.6188 ,20.3479 ,19.5791 ,
81.9879 ,-38.5981 ,DEV,-99,0.7701 ,23.6997 ,21.5890 ,19.8307 ,
82.5035 ,-59.1529 ,DEV,-99,0.8427 ,23.0675 ,21.3097 ,19.4338 ,
82.5760 ,-22.4267 ,DEV,-99,0.4352 ,21.5806 ,20.2973 ,19.3835 ,
82.7480 ,-42.9230 ,SER,-99,0.7263 ,22.0274 ,20.8752 ,19.6842 ,
82.7597 ,-62.4096 ,DEV,-99,0.6811 ,22.7232 ,20.8876 ,19.3127 ,
82.8829 ,-55.3128 ,DEV,-99,0.3139 ,21.0826 ,19.5284 ,18.7364 ,
83.0753 ,-35.7541 ,SER,-99,0.4920 ,22.6935 ,20.9113 ,19.8125 ,
83.0775 ,-35.7556 ,SER,-99,0.4924 ,20.8830 ,19.0012 ,17.8472 ,Stein et al.2022
83.2214 ,-32.6915 ,REX,-99,0.5921 ,21.7885 ,20.4192 ,19.3110 ,
83.2594 ,-46.4010 ,SER,-99,0.3461 ,19.9887 ,18.4752 ,17.6269 ,
83.4514 ,-34.7154 ,SER,-99,0.6559 ,21.4399 ,20.2363 ,19.0643 ,
83.7169 ,-36.5195 ,SER,-99,0.2809 ,19.5925 ,18.0549 ,17.2646 ,
83.8284 ,-38.2035 ,DEV,-99,0.6974 ,21.8955 ,20.0880 ,18.4927 ,Stein et al.2022
84.0181 ,-48.1832 ,DEV,-99,0.4206 ,20.6915 ,19.5094 ,18.6932 ,
84.1871 ,-26.9490 ,SER,-99,0.7543 ,22.3489 ,20.7163 ,19.0325 ,
84.1894 ,-32.7297 ,SER,-99,0.4774 ,20.6439 ,18.8262 ,17.7565 ,Stein et al.2022
84.3784 ,-29.0817 ,DEV,-99,0.8404 ,23.6446 ,21.5914 ,19.6028 ,
84.4011 ,-38.9845 ,DEV,-99,0.6394 ,22.1424 ,20.8302 ,19.6387 ,
84.5193 ,-47.5872 ,SER,-99,0.5817 ,20.7385 ,19.5237 ,18.1700 ,Diehl et al. 2017
85.1439 ,-44.0294 ,SER,-99,0.5618 ,22.2661 ,20.4805 ,19.2324 ,Stein et al.2022
85.1439 ,-44.0294 ,SER,-99,0.5618 ,22.2661 ,20.4805 ,19.2324 ,
85.2071 ,-21.4598 ,SER,-99,0.5410 ,21.1665 ,19.2724 ,18.0189 ,
85.3123 ,-29.8598 ,SER,-99,0.3063 ,19.0437 ,17.6065 ,16.6729 ,
85.3808 ,-22.2370 ,SER,-99,0.7827 ,21.3714 ,20.5993 ,19.5835 ,
85.5750 ,-21.8217 ,SER,-99,0.5322 ,20.3517 ,18.6565 ,17.4593 ,Huang et al. 2021
85.6834 ,-20.1946 ,SER,-99,0.4365 ,21.0626 ,19.2398 ,18.2891 ,
85.6844 ,-20.1947 ,SER,-99,0.3820 ,19.4302 ,17.5720 ,16.6238 ,
85.7891 ,-40.3619 ,SER,-99,0.4329 ,20.7815 ,19.4045 ,18.5237 ,
85.8614 ,-23.2946 ,REX,-99,0.6483 ,21.0678 ,20.2724 ,19.3094 ,
85.8773 ,-36.4868 ,SER,-99,0.6865 ,21.6243 ,19.5778 ,17.8991 ,
85.9796 ,-39.5471 ,SER,-99,0.6129 ,20.6615 ,19.5394 ,18.4804 ,
86.5792 ,-21.0869 ,REX,-99,0.6184 ,21.1508 ,19.9209 ,18.8751 ,
86.6583 ,-35.0138 ,EXP,-99,0.8378 ,22.0051 ,21.1702 ,19.9742 ,
86.7554 ,-38.9093 ,SER,-99,0.1894 ,20.5715 ,19.8538 ,18.3776 ,
86.8301 ,-52.8000 ,SER,-99,0.8809 ,22.0670 ,21.1815 ,19.8744 ,
87.1795 ,-46.5314 ,SER,-99,0.5953 ,21.3126 ,20.0937 ,19.0089 ,
87.2007 ,-42.2151 ,DEV,-99,0.7934 ,22.2438 ,20.9983 ,19.3659 ,Stein et al.2022
87.2053 ,-33.1909 ,DEV,-99,0.7608 ,22.9211 ,21.0412 ,19.2409 ,
87.4002 ,-23.9270 ,SER,-99,0.5134 ,20.2342 ,18.3104 ,17.1102 ,
87.4087 ,-32.7350 ,SER,-99,0.6314 ,22.0497 ,20.6384 ,19.4107 ,
87.4781 ,-58.9839 ,SER,-99,0.3503 ,19.8377 ,18.1023 ,17.2174 ,Stein et al.2022
88.0776 ,-50.4910 ,SER,-99,0.1720 ,18.8333 ,17.6680 ,16.9334 ,
89.0012 ,-22.4905 ,EXP,-99,0.9134 ,22.1527 ,21.3624 ,19.8676 ,Stein et al.2022
89.0012 ,-22.4905 ,EXP,-99,0.9134 ,22.1527 ,21.3624 ,19.8676 ,
89.0688 ,-43.7956 ,SER,-99,0.6305 ,20.7615 ,19.7488 ,18.6387 ,Stein et al.2022
89.0688 ,-43.7956 ,SER,-99,0.6305 ,20.7615 ,19.7488 ,18.6387 ,
89.2194 ,-41.5158 ,SER,-99,0.6318 ,21.0567 ,20.2805 ,19.7217 ,
89.3380 ,-45.6487 ,SER,-99,0.5647 ,21.1673 ,19.9582 ,18.8649 ,
89.3429 ,-22.9166 ,REX,-99,0.5232 ,20.9503 ,19.7166 ,18.7864 ,
89.5700 ,-30.9485 ,SER,-99,0.7081 ,22.7309 ,21.0207 ,19.4055 ,Huang et al. 2021
89.6071 ,-44.1077 ,SER,-99,0.8026 ,21.2971 ,20.3965 ,19.0629 ,Storfer et al. 2022
89.6411 ,-28.7418 ,SER,-99,0.5959 ,20.6729 ,19.6444 ,18.2980 ,Huang et al. 2021
89.9563 ,-35.6701 ,DEV,-99,0.8034 ,22.1152 ,20.6727 ,18.9714 ,Jacobs et al.2019
90.1600 ,-35.5836 ,SER,-99,0.8029 ,22.2686 ,20.9286 ,19.1332 ,
90.6148 ,-58.1934 ,SER,-99,0.6783 ,21.5136 ,20.3964 ,19.3406 ,
90.6811 ,-58.4005 ,SER,-99,0.2873 ,19.1821 ,17.6185 ,16.8343 ,
90.7833 ,-42.1111 ,SER,-99,0.2599 ,20.1842 ,19.3895 ,18.7063 ,Stein et al.2022
90.9948 ,-35.9762 ,DEV,-99,0.4887 ,21.5137 ,19.4617 ,18.2772 ,
91.2521 ,-33.1392 ,SER,-99,0.6139 ,22.2882 ,20.4671 ,19.0605 ,
91.4570 ,-37.9920 ,SER,-99,0.6884 ,21.5594 ,20.0638 ,18.5395 ,
91.7081 ,-30.6127 ,SER,-99,0.6036 ,20.9617 ,19.8952 ,19.0194 ,
91.7214 ,-58.9787 ,DEV,-99,0.8445 ,23.3601 ,21.6873 ,19.8792 ,Stein et al.2022
92.1320 ,-40.1923 ,REX,-99,0.7358 ,20.9862 ,20.5866 ,19.6733 ,
92.1646 ,-32.2021 ,SER,-99,0.4376 ,20.2677 ,19.3909 ,18.6072 ,
92.7762 ,-57.6836 ,SER,-99,1.0072 ,21.8247 ,21.0786 ,19.7330 ,
94.1192 ,-57.0601 ,DEV,-99,0.7712 ,22.2180 ,20.8591 ,19.2985 ,
94.3877 ,-43.8249 ,REX,-99,0.7863 ,23.5479 ,21.6620 ,19.9169 ,
94.6031 ,-48.9212 ,SER,-99,0.5788 ,21.9218 ,20.8151 ,19.8535 ,
94.6507 ,-47.0086 ,SER,-99,0.6195 ,22.8611 ,21.1174 ,19.7191 ,
95.0792 ,-56.4829 ,DEV,-99,0.5673 ,22.1274 ,20.2464 ,18.9242 ,Jacobs et al.2019
95.1428 ,-43.8478 ,DEV,-99,0.7129 ,22.8015 ,21.2456 ,19.7460 ,
95.5826 ,-58.8788 ,DEV,-99,0.8999 ,23.3827 ,21.5459 ,19.5700 ,
96.0659 ,-47.1617 ,DEV,-99,0.8034 ,22.4653 ,20.6610 ,18.7066 ,Jacobs et al.2019
96.2505 ,-45.4358 ,DEV,-99,0.6508 ,20.7576 ,19.3299 ,17.8709 ,Diehl et al. 2017
96.2904 ,-50.8747 ,SER,-99,0.4875 ,20.4580 ,18.5294 ,17.3664 ,
107.5899 ,31.4336 ,DEV,-99,0.7693 ,23.2715 ,21.3511 ,19.5161 ,
107.9877 ,31.8242 ,REX,-99,0.7111 ,22.5137 ,20.8584 ,19.3171 ,
108.4250 ,33.0032 ,REX,-99,0.5968 ,22.0475 ,20.6222 ,19.4030 ,
108.7682 ,27.7765 ,DEV,-99,0.7202 ,22.7304 ,20.6462 ,18.9149 ,
108.8975 ,30.1404 ,DEV,-99,0.6944 ,22.2412 ,20.3060 ,18.6621 ,
109.1060 ,31.6017 ,DEV,-99,0.3413 ,21.2517 ,19.5479 ,18.6050 ,
109.3033 ,25.9365 ,DEV,-99,0.6777 ,22.3616 ,20.6463 ,19.1479 ,
109.9018 ,27.9032 ,DEV,-99,0.5297 ,21.0277 ,19.1820 ,17.9514 ,Huang et al. 2021
112.0551 ,31.6799 ,DEV,-99,0.6508 ,21.2413 ,19.8838 ,18.5646 ,Huang et al. 2021
113.7119 ,17.2044 ,SER,-99,0.2778 ,19.1684 ,17.6184 ,16.7599 ,
114.0195 ,21.3041 ,SER,0.4532978,0.4561 ,20.3414 ,18.6265 ,17.5912 ,Huang et al. 2021
114.4052 ,26.6132 ,SER,0.7552,0.7150 ,20.9307 ,19.8594 ,18.5331 ,
114.5157 ,16.0529 ,REX,-99,0.7639 ,21.0924 ,20.3614 ,19.1309 ,
114.7977 ,28.4968 ,REX,-99,0.5706 ,20.4299 ,19.8202 ,19.0940 ,
115.3937 ,25.7364 ,REX,0.7121,0.7048 ,21.3278 ,20.3263 ,19.1497 ,
116.9773 ,13.5747 ,EXP,-99,0.9185 ,21.6511 ,20.9582 ,19.6723 ,
117.0810 ,9.0661 ,REX,-99,0.4658 ,22.1578 ,20.4186 ,19.5809 ,
117.1107 ,28.5903 ,SER,-99,0.4420 ,19.3701 ,17.6025 ,16.5826 ,
117.8932 ,14.4970 ,SER,0.5702,0.5717 ,20.3553 ,18.9593 ,17.8655 ,
118.4491 ,20.9528 ,SER,0.81396806,0.8311 ,22.6989 ,20.2435 ,18.2657 ,Huang et al. 2021
118.7359 ,26.7982 ,SER,-99,0.9817 ,21.5205 ,21.0651 ,19.9641 ,
118.7391 ,20.2720 ,REX,-99,0.6468 ,21.7366 ,20.4922 ,19.3048 ,
118.7654 ,12.3763 ,DEV,-99,0.7801 ,22.0327 ,20.6302 ,19.0593 ,Huang et al. 2021
119.0587 ,30.2350 ,SER,-99,0.4250 ,20.6969 ,18.9421 ,17.9420 ,Huang et al. 2021
119.1781 ,29.2673 ,REX,-99,0.4823 ,22.7233 ,20.8729 ,19.8079 ,
119.2110 ,2.6785 ,EXP,-99,0.1753 ,20.4359 ,19.9694 ,19.5979 ,
119.2213 ,6.1465 ,DEV,0.68091875,0.7049 ,21.6257 ,20.1401 ,18.6477 ,Stein et al.2022
119.3393 ,9.2630 ,SER,-99,0.3327 ,21.2504 ,19.8624 ,18.2481 ,
119.5552 ,19.6810 ,REX,-99,0.8550 ,21.7577 ,20.9251 ,19.6081 ,
119.7371 ,30.2619 ,SER,0.3211,0.3282 ,19.2799 ,17.5596 ,16.6248 ,
119.7698 ,18.7420 ,REX,-99,0.6559 ,21.3675 ,20.2378 ,19.1743 ,
119.9910 ,26.8919 ,SER,-99,0.2825 ,21.1194 ,19.8134 ,18.4811 ,
120.0365 ,11.5258 ,DEV,0.7118,0.7353 ,22.4604 ,20.4871 ,18.7555 ,
120.1318 ,24.6873 ,DEV,0.5601,0.5813 ,20.7040 ,19.4314 ,18.3998 ,
120.2142 ,6.2273 ,DEV,-99,0.7850 ,23.6430 ,21.7593 ,19.9668 ,
120.2855 ,25.2802 ,EXP,-99,0.4050 ,21.1219 ,20.2175 ,19.5873 ,
120.3653 ,10.5340 ,DEV,0.57271755,0.5936 ,21.6939 ,19.8553 ,18.4945 ,Stein et al.2022
120.3668 ,10.5361 ,SER,-99,0.7838 ,21.6139 ,20.7429 ,19.6921 ,
120.4178 ,8.0186 ,SER,-99,0.2124 ,20.5267 ,19.4783 ,18.4202 ,
120.5547 ,12.3621 ,SER,0.7329,0.6970 ,20.8655 ,19.7094 ,18.3769 ,
120.5641 ,14.6345 ,SER,-99,0.4110 ,21.2423 ,19.4326 ,18.4955 ,
